food_class,drug_category,has_interaction,severity,interaction_type,mechanism,matched_ingredients,source
sate-ayam-madura,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam kunyit, jahe, bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",kunyit|jahe|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-lilit,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam kunyit, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",kunyit|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam jahe, bawang putih, lengkuas mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",jahe|bawang putih|lengkuas,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula merah,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,ccb,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,statin,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,nsaid,0,1,pharmacodynamic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-maranggi,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam jeruk, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",jeruk|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam jahe, bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",jahe|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula merah,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,ccb,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,statin,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,nsaid,0,1,pharmacodynamic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-umum,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam jeruk, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",jeruk|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
soerabi,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula merah,LLM-assisted curation (Claude) + pharmacology literature
soerabi,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,statin,1,3,pharmacokinetic,"Inhibisi CYP3A4 oleh jeruk dan/atau lemak tinggi dari santan (santan) meningkatkan bioavailabilitas statin, meningkatkan risiko miopati dan rhabdomyolysis",santan,LLM-assisted curation (Claude) + pharmacology literature
soerabi,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soerabi,xantin,1,2,pharmacokinetic,"Kafein dalam santan berkompetisi dengan teofilin pada metabolisme CYP1A2, meningkatkan risiko toksisitas; lemak tinggi mengubah profil absorpsi",santan,LLM-assisted curation (Claude) + pharmacology literature
soerabi,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam kunyit, jahe, bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",kunyit|jahe|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,ccb,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,statin,0,1,pharmacokinetic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,nsaid,0,1,pharmacodynamic,"Interaksi minimal/teoretis: jeruk dalam jumlah kecil, tidak signifikan secara klinis",jeruk,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-ayam,imunosupresan,1,4,pharmacokinetic,"Senyawa dalam jeruk, kunyit, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",jeruk|kunyit|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam jahe, bawang putih, daun bawang mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",jahe|bawang putih|daun bawang,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
soto-banjar,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,antidiabetes,1,2,pharmacodynamic,"Kandungan gula tinggi (gula) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
spaghetti,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
steak,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
steak,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
steak,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
steak,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
stroberi,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, madu) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|madu,LLM-assisted curation (Claude) + pharmacology literature
stroberi,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
stroberi,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih, daun bawang mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih|daun bawang,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,tiroid,1,4,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam tahu mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",tahu,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-goreng,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih, daun bawang mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih|daun bawang,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,tiroid,1,4,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam tahu mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",tahu,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tahu-telur,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-goreng,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih, lengkuas mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih|lengkuas,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
telur-rebus,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam kunyit, bawang putih, daun bawang mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",kunyit|bawang putih|daun bawang,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (tempe) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",tempe,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,tiroid,1,4,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam tempe mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",tempe,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
tempe-goreng,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam kunyit, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",kunyit|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula merah,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
terong-balado,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
